PLAYER,YEAR,TEAM,All-Star,AGE,GP,W,L,MIN,PTS,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,OREB,DREB,REB,AST,TOV,STL,BLK,PF,FP,DD2,TD3,+/-,OFFRTG,DEFRTG,NETRTG,AST%,AST/TO,AST Ratio,OREB%,DREB%,REB%,TO Ratio,eFG%,TS%,USG%,PACE,PIE,
Michael Porter Jr.,2020,DEN,0,22,26,15,11,28.6,14.6,5.5,10.9,50.2,2.4,5.7,41.6,1.3,1.7,75.6,1.2,5.8,7,0.9,1.1,0.9,1.1,2.3,29.2,7,0,3.6,117.9,112.1,5.8,4.3,0.79,6.5,4.6,19.8,12.6,8.2,61.1,62.7,19.4,98.41,10.9,"1,528"
Mikal Bridges,2020,PHX,0,24,35,24,11,32.3,13.7,4.9,9.4,52.4,1.9,4.5,42,2,2.3,84.1,1.3,3.7,5.1,2.2,0.8,0.7,0.9,1.6,27.3,1,0,3.8,115.6,109.3,6.3,9.3,2.85,16.5,4.4,11.2,8,5.8,62.5,65.8,15.2,98.11,10.5,"2,307"
Mike Conley,2020,UTA,1,33,29,20,9,29.4,16.1,5.6,12.5,44.4,2.8,6.6,42.2,2.2,2.6,82.9,1,2.5,3.5,5.7,1.9,1.4,0.1,1.9,31.5,2,0,9.6,116.2,101.8,14.4,28.2,3.04,26.6,3.2,7.8,5.6,8.8,55.5,58.8,22.1,101.35,12.6,"1,809"
Mike Muscala,2020,OKC,0,29,34,14,20,18.6,9.7,3.4,7.7,44.1,2,5.4,36.8,0.9,1,91.4,0.6,3.2,3.8,0.8,0.6,0.2,0.3,1.6,16.5,0,0,0.1,101.8,102.1,-0.3,6.8,1.29,8.4,2.8,15.5,9.4,6.6,56.8,59.4,19.4,102.94,11.1,"1,362"
Mike Scott,2020,PHI,0,32,17,12,5,17.3,4.3,1.5,3.7,41.3,1.1,2.9,38,0.1,0.3,40,0.2,2.5,2.8,0.3,0.6,0.5,0.1,1,9.2,0,0,-1.5,100.2,103.9,-3.8,2.4,0.5,6.3,1.3,13.7,7.6,12.5,56.3,56,10.5,103.78,6,637
Miles Bridges,2020,CHA,0,22,35,17,18,26.8,10,3.8,7.7,49.1,1.3,3.4,38.3,1.2,1.3,93.2,1.3,4.4,5.7,2.1,1.7,0.7,0.7,2.4,22.6,6,0,0.3,111.7,110.4,1.3,10.7,1.22,17.3,4.8,15.6,10.3,14.3,57.6,60.9,15.2,103.38,8.7,"2,012"
Mitchell Robinson,2020,NYK,0,22,27,12,15,28.8,8.4,3.8,5.8,66,0,0,0,0.8,1.7,47.8,3.6,4.8,8.4,0.5,0.8,1.2,1.5,2.9,26.6,4,0,-0.6,106.5,106.8,-0.3,2.6,0.64,6.6,11.8,15.7,13.7,10.3,66,64.7,11,96.04,10.2,"1,551"
Miye Oni,2020,UTA,0,23,26,24,2,7.9,1.8,0.5,1.5,36.8,0.5,1.3,39.4,0.2,0.2,83.3,0.5,1.2,1.8,0.2,0.3,0.1,0.2,1.1,4.8,0,0,0.9,103.2,97.8,5.4,4.1,0.86,11.1,6.3,13.2,9.9,13,53.9,56.6,9.6,103.54,4.7,444
Mo Bamba,2020,ORL,0,22,17,5,12,9.4,4.8,2.1,3.9,52.2,0.4,1.1,36.8,0.2,0.4,66.7,1.1,2.7,3.8,0.2,0.4,0.2,0.8,1.2,12.1,0,0,-0.4,103.3,105.4,-2.1,4.3,0.57,5,10.1,27.4,18.2,8.8,57.5,58.2,19.4,99.57,14.4,333
Monte Morris,2020,DEN,0,25,35,21,14,27.1,10.6,4.1,8.5,47.7,1.1,3.2,36,1.3,1.7,75.4,0.2,2,2.2,3.4,0.7,0.7,0.3,0.9,20.5,0,0,3.9,115.9,108.8,7.1,17,4.92,25.3,0.7,7.2,4,5.2,54.4,57,15.7,98.94,9.1,"1,954"
Montrezl Harrell,2020,LAL,0,27,37,24,13,24.1,13.8,5.6,9,62.6,0,0.2,0,2.5,3.3,75.6,2.4,4,6.4,1.1,1.1,0.6,0.7,2.1,26.1,4,0,1.9,108.6,104.4,4.2,7.3,0.95,8.5,10,16.2,13.2,8.9,62.6,65.8,20.2,99.41,15.1,"1,842"
Moritz Wagner,2020,WAS,0,23,22,10,12,14.3,7.1,2.5,4.8,53.3,0.5,1.6,34.3,1.5,2,75,0.5,2.5,3,1.2,0.6,0.7,0.3,2.3,14.9,0,0,1.1,115.2,110.3,4.9,11.8,1.86,16,3.4,15.8,9.9,8.6,59,63.1,18.1,106.33,10.4,693
Moses Brown,2020,OKC,0,21,7,1,6,4.5,3,1,1.4,70,0,0,0,1,2,50,0.6,1.6,2.1,0.4,0.1,0.1,0.6,0.6,8.2,0,0,-1.6,80.8,94.9,-14.1,21.4,3,14.3,8.9,25.6,17,4.8,70,65,20.2,119.55,21.8,78
Mychal Mulder,2020,GSW,0,26,34,16,18,10.6,4.1,1.4,3.2,43.5,1.1,2.7,40.9,0.2,0.4,53.3,0,0.9,0.9,0.4,0.2,0.2,0.2,0.8,7,0,0,1.4,112.5,106.4,6,5.5,1.88,10.9,0.3,7.4,3.9,5.8,61.1,61.1,13.9,107.85,5.9,810
Myles Turner,2020,IND,0,24,33,16,17,31.5,13.5,4.7,9.8,48.4,1.5,4.6,31.4,2.5,3.3,77.8,1.4,5.2,6.5,0.9,1.4,1,3.4,3.5,34.5,7,0,1.2,110,107.9,2.1,4.1,0.67,6.7,4.3,15.9,10.2,10.1,55.9,60.1,17.2,100.43,9.3,"2,169"
Naji Marshall,2020,NOP,0,23,3,0,3,2.8,0.3,0,0.7,0,0,0.3,0,0.3,0.7,50,0,0.7,0.7,0.3,0,0,0,0,1.6,0,0,5,129.4,38.9,90.5,11.1,0,25,0,16.7,9.5,0,0,17.4,15,101.2,4.3,17
Nassir Little,2020,POR,0,21,20,11,9,11.9,5.3,1.7,3.5,47.1,0.9,1.9,45.9,1.1,1.3,88,0.7,1.6,2.3,0.4,0.5,0.2,0.3,1.1,9.2,0,0,-0.7,118.9,121.2,-2.3,4,0.7,7.1,5.5,11.7,8.6,10.2,59.3,64.8,15.9,100.4,8,498
Nate Hinton,2020,DAL,0,21,6,1,5,3.1,1.3,0.5,2.2,23.1,0.2,0.8,20,0.2,0.3,50,0,0,0,0,0.3,0.2,0.2,0.2,2,0,0,-3.7,55.8,104.5,-48.7,0,0,0,0,0,0,12.5,26.9,28.8,31.4,112.04,-11.7,43
Nathan Knight,2020,ATL,0,23,10,6,4,5.8,2.8,0.9,2.3,39.1,0.3,0.9,33.3,0.7,0.8,87.5,0.8,0.7,1.5,0.1,0.5,0.2,0.3,0.7,5.8,0,0,-1.4,95.9,108.3,-12.4,3.6,0.2,3.1,9.9,11.7,10.6,15.6,45.7,52.8,20,101.34,8.8,122
Naz Reid,2020,MIN,0,21,34,6,28,20.6,11.9,4.6,9,51.5,0.9,2.8,34,1.6,2.2,73.3,1.1,3.6,4.8,1.3,1.1,0.6,1.2,3.1,23.9,1,0,-5.7,99.6,111.5,-11.9,10.5,1.16,10.4,4.9,16.6,10.6,9,56.7,59.3,22.1,104.74,11.1,"1,519"
Nemanja Bjelica,2020,SAC,0,32,19,6,13,18,8.5,3.1,6.3,48.3,0.8,2.4,33.3,1.6,2,78.9,1.1,3.2,4.2,2.2,1.3,0.3,0.1,1.9,16.8,0,0,-1.8,109.5,116,-6.6,17.4,1.75,20.9,5.7,18.2,11.8,11.9,54.6,58.9,19.3,101.42,10.3,728
Nerlens Noel,2020,NYK,0,26,32,16,16,22.2,4.9,2.1,3.5,61.3,0,0.1,0,0.7,1,66.7,2.1,4,6.1,0.6,1.2,1,2,2.6,21.1,1,0,-0.2,107.1,106.8,0.3,4,0.54,10.9,9.7,16.6,13.3,20.2,61.3,62.9,10.1,97.21,8.5,"1,432"
Nick Richards,2020,CHA,0,23,8,5,3,2.9,1.4,0.4,0.8,50,0,0,0,0.6,0.8,83.3,0.3,0.5,0.8,0,0.1,0,0,0.5,2.2,0,0,2.4,110.2,76.1,34.1,0,0,0,8,14.8,11.5,10,50,63.7,16.4,99.2,12.2,49
Nickeil Alexander-Walker,2020,NOP,0,22,28,12,16,17.7,8.2,3.1,7.5,40.8,1.1,3.5,30.6,1,1.3,80,0.2,2.2,2.4,1.9,1.1,1,0.3,1.6,16.8,0,0,-1.5,108,113.1,-5.1,16.5,1.69,17.4,1,12.5,6.6,10.3,47.9,50.8,21.6,100.09,8.5,"1,036"
Nico Mannion,2020,GSW,0,20,7,3,4,9.6,2.6,0.9,3.3,26.1,0.7,2,35.7,0.1,0.6,25,0,1.7,1.7,2.6,1,0.4,0,1.1,8.8,0,0,1,108.7,103.3,5.4,32.1,2.57,36,0,15.8,8.1,14,37,36.3,19.9,106.57,5.2,149
Nicolas Batum,2020,LAC,0,32,35,22,13,29.5,9,3.1,6.5,47.2,1.9,4.4,43.9,0.9,1,83.3,0.9,3.9,4.8,2.4,0.7,1.2,0.4,1.7,22.3,1,0,5.3,118.1,109.8,8.3,10.5,3.23,23.8,3.1,13.2,8.4,7.4,62,64.1,11.5,98.26,8.6,"2,116"
Nicolas Claxton,2020,BKN,0,21,5,4,1,15.1,10,4,5.8,69,0,0.2,0,2,2.8,71.4,0.8,2.6,3.4,1,0.4,1,1.4,1.6,22.4,0,0,4.2,123.1,108.9,14.2,10.6,2.5,12.2,6.3,16.9,12.1,4.9,69,71.1,21.3,99.42,16.4,156
Nicolo Melli,2020,NOP,0,30,17,7,10,11,1.7,0.5,2.4,22.5,0.4,1.9,21.2,0.2,0.3,80,0.2,2.1,2.2,0.9,0.4,0.5,0.1,1.3,7,0,0,1.7,104.2,98.1,6,11.5,2.29,24.6,1.5,18.6,9.8,10.8,31.3,34.4,11.2,98.15,4.6,384
Nikola Jokic,2020,DEN,1,26,36,21,15,35.9,27.1,10.5,18.6,56.7,1.6,3.7,41.8,4.5,5.1,88.1,2.8,8.2,11,8.6,3.2,1.6,0.6,3,56.8,32,9,5.9,120,111.7,8.3,37.9,2.71,26.4,8.3,23.2,15.9,9.7,60.9,65.2,29.1,97.86,20.3,"2,634"
Nikola Vucevic,2020,ORL,1,30,36,13,23,33.9,24.6,9.9,20.4,48.3,2.7,6.5,41.2,2.2,2.6,85.1,1.9,9.7,11.6,3.7,1.7,1,0.6,1.7,47.3,24,1,-6.3,105.3,113.9,-8.6,20.9,2.23,13.8,5.3,28.7,16.6,6.2,54.8,57.1,29.5,100.28,17.6,"2,545"
Noah Vonleh,2020,BKN,0,25,4,3,1,2.7,0,0,0.8,0,0,0.5,0,0,0,0,0,0.3,0.3,0.3,0.5,0,0,0.5,0.2,0,0,-4,82.6,145.8,-63.2,14.3,0.5,16.7,0,14.3,6.7,33.3,0,0,21.7,104.77,-9.4,23
Norman Powell,2020,TOR,0,27,34,16,18,29.6,18.4,6.2,12.7,48.8,2.6,5.9,43.8,3.4,3.8,89.9,0.4,2.6,3,1.7,1.7,1.2,0.1,2.1,26.9,0,0,1.4,113.8,111.5,2.3,9.4,1,9.8,1.4,8.8,5,9.8,59,64,22.9,101.23,10.7,"2,120"
Norvel Pelle,2020,SAC,0,28,4,1,3,7.9,2.3,0.8,2,37.5,0,0,0,0.8,1,75,1,1,2,0.3,0.8,0,0.8,2.5,6.5,0,0,-1.5,107.5,113,-5.6,4.2,0.33,7.1,13.8,13.3,13.6,21.4,37.5,46.1,16.9,103.56,-1.2,67
OG Anunoby,2020,TOR,0,23,23,11,12,33.4,13.8,5,10.3,47.9,2.1,5.4,39.5,1.7,2.3,75.5,1.4,4.3,5.7,1.7,1.7,1.6,0.7,2.8,28.5,1,0,2.8,110.7,107.6,3,7.4,1,11.3,4.2,12.3,8.3,11.3,58.2,60.7,16.6,100.18,9,"1,612"
Obi Toppin,2020,NYK,0,23,27,14,13,12.7,4.7,1.9,4,48.6,0.5,1.6,29.5,0.4,0.5,71.4,0.3,2.1,2.5,0.6,0.6,0.3,0.4,1,10,0,0,-0.6,103.4,105.9,-2.6,7.4,1,10.5,2.5,15.9,9.2,10.5,54.7,56.1,16.4,99.54,9.2,710
Onyeka Okongwu,2020,ATL,0,20,16,8,8,10,3.2,1.3,2.3,56.8,0,0.1,0,0.6,0.9,60,0.8,1.7,2.4,0.3,0.5,0.4,0.4,1.6,8.5,0,0,-1.3,110.9,118.3,-7.3,4.7,0.63,8.9,7.7,19.4,13.2,14.3,56.8,58.5,13.3,101.27,6.5,338
Otto Porter Jr.,2020,CHI,0,27,16,7,9,23.2,11.6,4,9,44.4,1.8,4.4,40,1.9,2.3,83.3,1.3,5,6.3,2,0.9,0.6,0.2,1.6,23.4,2,0,-2.6,107.6,112.4,-4.8,12.5,2.13,15.5,5.2,21.1,13.1,7.2,54.2,58.2,19.3,104.07,12.5,804
P.J. Tucker,2020,MIL,0,35,32,11,21,30,4.4,1.5,4.1,36.6,0.8,2.7,31.4,0.6,0.7,78.3,1,3.6,4.6,1.4,1,0.9,0.6,2.8,15.4,0,0,-5.2,105.4,113,-7.5,6.3,1.36,20.5,3.2,12,7.4,15,46.9,50,7.9,100.81,3.7,"2,008"
P.J. Washington,2020,CHA,0,22,31,16,15,29.3,12.5,4.4,9.8,44.9,1.4,3.5,38.5,2.3,2.9,77.8,1.5,4.9,6.3,2.9,2.1,1.1,1.2,2.7,29.1,5,0,0.9,110.4,109,1.4,14.2,1.38,17.9,4.8,16.5,10.5,12.9,51.8,56,19.1,101.82,9.3,"1,930"
PJ Dozier,2020,DEN,0,24,21,14,7,19.4,7.6,2.8,6,45.7,1,2.4,39.2,1.1,1.8,60.5,0.9,3,3.9,1.7,0.8,0.5,0.6,1.7,17.4,0,0,4.2,111.1,99.7,11.4,11.9,2.19,18.1,4.1,15.6,9.7,8.3,53.5,55.3,16.1,100.43,9.9,850
Pascal Siakam,2020,TOR,0,26,30,14,16,35.8,20.1,7.4,16.3,45.3,1.2,4.1,29.5,4.1,5,81.9,1.9,5.5,7.5,4.8,2.2,1.2,0.7,3.1,39.6,8,1,2.3,113.7,110.7,3,20.5,2.2,18.7,5.2,15.5,10.3,8.5,49,54.2,24.7,99.91,11.8,"2,239"
Pat Connaughton,2020,MIL,0,28,33,20,13,21.1,6.5,2.4,5.3,44.3,1.4,3.5,39.3,0.4,0.5,82.4,0.9,3.3,4.3,1.4,0.4,0.7,0.5,1.6,16.8,0,0,4.1,116.3,105.9,10.4,8.2,3.83,19,4.4,14,9.5,5,57.4,58.9,11.6,103.83,8.2,"1,497"
Patrick Beverley,2020,LAC,0,32,28,18,10,24.2,8.5,2.8,6.3,44.6,1.8,4.1,42.2,1.1,1.4,79.5,1,2.9,3.8,2.1,1,0.9,0.8,3.2,20.4,0,0,5.7,117.3,105.1,12.1,11.9,2.22,21.2,4.2,11.7,8.1,9.5,58.5,61.3,14.5,97.76,7.4,"1,378"
Patrick McCaw,2020,TOR,0,25,3,2,1,6.5,0,0,0,0,0,0,0,0,0,0,0.3,0,0.3,1.3,0,0,0,1,2.4,0,0,-5,94.4,144.1,-49.7,40,0,100,4.2,0,2.6,0,0,0,0,86.13,2.1,36
Patrick Patterson,2020,LAC,0,32,10,7,3,13,4.5,1.6,3.8,42.1,1,2.8,35.7,0.3,0.4,75,0.4,1.6,2,0.5,0.7,0.3,0.1,1.3,8.2,0,0,-0.6,105.3,109,-3.7,5.4,0.71,9.6,3.2,11.3,7.5,13.5,55.3,56.6,15.2,103.7,5.4,282
Patrick Williams,2020,CHI,0,19,33,15,18,28.5,10.2,3.8,8.1,47.4,0.9,2.3,39,1.6,2,78.8,0.9,3.9,4.8,1.2,1.5,0.7,0.8,2.3,20.7,2,0,-3.6,107.7,114.1,-6.4,5.6,0.8,10.1,3.3,13.5,8.5,12.7,53,56.6,15.6,101.89,6.9,"1,998"
Patty Mills,2020,SAS,0,32,32,18,14,25.8,13.3,4.7,10.5,44.8,2.8,6.8,40.2,1.1,1.3,90,0.3,1.5,1.8,2.7,1.1,0.6,0,1.4,20.4,0,0,3.9,109.2,101.6,7.6,15.4,2.5,18.1,1.1,5.2,3.2,7.2,57.9,60.1,19.5,102.92,9.5,"1,763"
Paul George,2020,LAC,1,30,27,19,8,33.5,23.7,8.3,16.7,49.9,3.5,7.8,45,3.5,4,88.8,0.9,5.2,6.1,5.4,3.4,1.1,0.5,2.3,40.7,3,0,8.6,119.7,107.5,12.2,25,1.6,19.9,2.9,15.6,9.5,12.4,60.4,64.2,28.3,98.5,15.2,"1,858"
Paul Millsap,2020,DEN,0,36,26,15,11,23.9,10.4,3.8,7.3,52.4,1.2,3,41,1.6,2.3,69.5,1.6,3.6,5.2,1.7,1,0.8,0.5,2.1,22.2,1,0,1.4,117.2,114,3.2,9,1.65,15.2,7,15.4,11.3,9.2,60.8,63,16.9,97.98,9.6,"1,265"
Paul Reed,2020,PHI,0,21,5,2,3,11.1,3.6,1.8,4.4,40.9,0,0.6,0,0,0,0,1.4,0.6,2,0.6,1,0.2,0.8,0.8,8.9,0,0,3.4,114.2,98.2,15.9,7,0.6,10,11.3,4.3,7.6,16.7,40.9,40.9,19.9,98.57,4,113
Paul Watson,2020,TOR,0,26,16,9,7,4.6,1.8,0.6,1.3,50,0.6,1.1,52.9,0,0,0,0.1,0.8,0.9,0.1,0.1,0,0.1,0.6,3.4,0,0,-1.9,111.4,132.3,-20.9,3.7,2,8.7,2.7,17.1,9.7,4.3,72.5,72.5,11.5,106.84,7.1,167
Payton Pritchard,2020,BOS,0,23,30,16,14,21.4,7.7,2.9,6.3,45.7,1.4,3.4,40.2,0.6,0.6,94.4,0.5,1.8,2.3,2.3,1.1,0.6,0.2,2,15.1,0,0,0.8,111.1,110.6,0.5,15.3,2.03,23.2,2.5,8.7,5.5,11.4,56.6,58.7,14.9,99.24,7.4,"1,333"
Precious Achiuwa,2020,MIA,0,21,35,17,18,14,6.1,2.4,4.1,57.9,0,0,0,1.3,2.3,54.3,1.3,2.7,4,0.6,0.9,0.4,0.5,1.7,13.7,2,0,-2,101.3,107.5,-6.2,6.6,0.63,8.5,9.3,17.6,13.6,13.7,57.9,58.7,18.2,102.63,10,"1,047"
Quinn Cook,2020,CLE,0,27,16,11,5,3.9,2.1,0.8,1.6,46.2,0.3,0.8,38.5,0.3,0.3,80,0,0.3,0.3,0.3,0.2,0.1,0.1,0.1,3.1,0,0,-0.3,97.1,102.2,-5,13.9,1.67,13.9,0,6.1,3.4,8.3,55.8,58.5,20.4,107.08,10.6,140
Quinndary Weatherspoon,2020,SAS,0,24,5,2,3,4.8,0.8,0.2,1,20,0,0.2,0,0.4,0.4,100,0,0.4,0.4,0.6,1.2,0.2,0,1.4,1.6,0,0,-7.4,64.8,146.9,-82.1,33.3,0.5,20,0,11.1,4.1,40,20,34,19.7,102.92,-7.5,54
R.J. Hampton,2020,DEN,0,20,24,14,10,9.2,2.5,1,2.4,41.4,0.2,0.8,27.8,0.3,0.4,70,0.4,1.5,2,0.5,0.5,0.2,0.1,0.9,6,0,0,-3,98.1,111.9,-13.7,8.1,1.09,14,4.3,16.2,10.2,12.8,45.7,48.1,14.1,104.42,5.8,476
RJ Barrett,2020,NYK,0,20,37,19,18,33.2,16.5,6.3,14.2,44.3,1.2,3.3,35,2.8,3.8,73,1.2,4.8,6,2.9,1.9,0.6,0.2,2.6,28.8,3,0,1.2,108.7,106.7,1.9,13.8,1.56,14.2,3.6,13.2,8.5,9.1,48.4,52,23.1,97.5,9.6,"2,491"
Rajon Rondo,2020,ATL,0,35,20,10,10,15,3.6,1.5,3.7,39.2,0.7,1.7,38.2,0.1,0.1,50,0.2,2,2.2,3.5,1.4,0.6,0.1,0.9,12.2,0,0,-3.2,101.4,111.1,-9.7,34.3,2.59,40.7,1.3,12.5,7,15.7,48,48.1,14.3,100.66,9.1,627
Raul Neto,2020,WAS,0,28,29,12,17,20.4,7.9,3,6.8,44.9,1,2.6,37.3,0.9,1,83.3,0.4,1.8,2.3,2.1,0.7,1.1,0.1,1.3,16.6,0,0,-1.3,109.8,112.2,-2.4,14.2,2.86,20.7,2,8.8,5.3,7.2,52,54.7,15.9,105.06,8.5,"1,291"
Ray Spalding,2020,HOU,0,24,2,0,2,9.4,2,1,2,50,0,0.5,0,0,1,0,1,1,2,0,1.5,0,1,1.5,5.9,0,0,-3.5,90.9,106.8,-15.9,0,0,0,8.3,8.3,8.3,37.5,50,41,15.7,112.74,-2.6,44
Reggie Bullock,2020,NYK,0,30,32,18,14,26.3,8.5,3.1,7.6,40.6,1.7,4.6,37.2,0.6,0.8,83.3,0.3,3.1,3.4,1.3,0.7,0.6,0.2,2.2,16.4,0,0,0.6,107.4,106.8,0.7,6.9,1.83,13.2,1.2,10.9,6.2,7.2,51.8,53.6,14.1,97.87,6.2,"1,719"
Reggie Jackson,2020,LAC,0,30,35,21,14,20.3,8.7,3.3,7.1,45.6,1.3,3.3,40,0.9,1.2,75.6,0.4,2.2,2.6,2.9,1,0.6,0.1,1.9,17.2,0,0,1.1,115.5,112.8,2.7,20.1,2.94,25.4,1.9,10.7,6.4,8.6,54.8,56.9,18.4,99.88,8.5,"1,476"
Reggie Perry,2020,BKN,0,20,14,10,4,10.5,3.6,1.5,3.6,41.2,0.1,0.9,16.7,0.4,0.6,66.7,1.2,2.4,3.6,0.9,0.8,0.1,0.4,1.9,9.9,1,0,-2.1,109,116.7,-7.7,11.7,1.09,15.6,11.3,22.2,16.8,14.3,43.1,45.5,18.5,102.56,5.9,312
Richaun Holmes,2020,SAC,0,27,32,14,18,29.4,13,5.6,8.6,65.1,0,0.2,16.7,1.8,2.3,80.6,2.5,5.8,8.3,1.7,1.3,0.7,1.5,4,30.9,11,0,-0.4,115.6,116.5,-0.8,8.3,1.28,13.7,8.5,19.5,14,10.7,65.3,68,15.6,100.57,11.2,"1,976"
Ricky Rubio,2020,MIN,0,30,34,7,27,25.4,8,2.7,6.9,39,0.8,2.4,32.9,1.8,2.2,82.4,0.4,2.7,3.1,6.4,2.1,1.2,0,2.3,23,1,0,-4.9,105.4,113.5,-8.2,34.8,3.11,39.2,1.5,10.7,5.8,12.6,44.7,50.6,15.9,104.15,9.2,"1,866"
Robert Covington,2020,POR,0,30,33,21,12,31.9,7.9,2.8,7.4,37.4,1.7,5.2,33.3,0.7,0.8,82.1,0.8,5.8,6.6,1.7,1.2,1.6,1.2,2.6,25.5,3,0,3.3,118.2,113,5.2,6.6,1.38,15.6,2.4,18.3,10.1,11.4,49.2,51.3,12,99.31,6.7,"2,179"
Robert Williams III,2020,BOS,0,23,29,16,13,16.1,6.9,3,4.2,72.1,0,0,0,0.9,1.3,64.1,2.3,3.6,5.9,1.1,1,0.9,1.4,1.8,21.6,2,0,-1.3,109,112.9,-3.9,9.8,1.11,15.7,14.9,23.1,19,14.1,72.1,72.2,14.9,100.3,14.9,977
Robert Woodard II,2020,SAC,0,21,6,1,5,2.8,2.2,1,1.8,54.5,0.2,0.5,33.3,0,0.3,0,0.5,0.8,1.3,0,0.2,0,0,0,3.6,0,0,1.2,116.7,105,11.7,0,0,0,13.6,29.4,20.5,7.7,59.1,54.7,27.1,115.11,12.5,42
Robin Lopez,2020,WAS,0,32,34,14,20,20.3,8.3,3.3,5.6,59.3,0.1,0.4,30.8,1.6,2.2,69.7,2.3,1.9,4.2,0.9,1.1,0.3,0.6,1.9,16.4,2,0,-1.6,105.5,108.9,-3.5,6.8,0.86,11,10.1,9.1,9.6,12.8,60.3,63.2,15.1,104.14,8.6,"1,496"
Rodions Kurucs,2020,MIL,0,23,16,7,9,5.7,1,0.4,1.5,25,0.2,1.1,17.6,0.1,0.1,50,0.1,0.8,0.9,0.4,0.6,0.4,0.3,0.5,3.9,0,0,-0.6,94.2,97.6,-3.4,10.5,0.67,15,2,11.8,7,22.5,31.3,32.2,14.8,109.63,2.1,206
Rodney Hood,2020,POR,0,28,30,19,11,19.2,5,2.1,5.6,36.9,0.7,2.2,29.9,0.2,0.3,62.5,0.3,1.4,1.7,1.1,0.8,0.6,0.1,1.4,9.7,0,0,-2.4,108,114.2,-6.2,8.1,1.28,14,1.3,6.9,4.1,11,42.9,43.4,14.6,100.44,2.9,"1,205"
Rodney McGruder,2020,DET,0,29,12,3,9,9.6,4.8,1.8,3.6,51.2,0.7,1.3,50,0.4,0.5,83.3,0.3,0.7,1,1,0.5,0.3,0.1,0.7,8.2,0,0,-1.2,116.5,123.4,-6.9,15.2,2,19,3.6,8.2,5.7,9.5,60.5,62.4,18.7,98.39,9,237
Royce O'Neale,2020,UTA,0,27,36,27,9,32.8,7.6,2.6,5.9,44.1,1.7,4.2,41.1,0.6,0.8,82.1,1.3,5.5,6.8,2.6,1.2,0.8,0.6,2.8,22.5,2,0,6.4,118.2,108.6,9.7,10.2,2.24,26,3.8,15.5,9.9,11.6,58.7,60.6,9.7,99.09,7.2,"2,436"
Rudy Gay,2020,SAS,0,34,26,15,11,22,11.2,4.2,9.9,41.9,1.6,4.3,36.6,1.3,1.7,76.7,0.9,4.3,5.2,1.5,1.2,0.7,0.5,1.8,22.1,0,0,4.3,108.2,98.7,9.5,10.1,1.3,11.3,3.7,17,10.4,8.7,49.8,52.4,22,103.89,10.5,"1,235"
Rudy Gobert,2020,UTA,1,28,36,27,9,30.7,14.2,5.4,8.5,64.1,0,0,0,3.3,5.5,59.9,3.3,9.8,13.1,1.3,1.8,0.5,2.7,2.3,39.7,24,0,8.9,117.3,103.8,13.5,6.2,0.75,9.5,10.7,28.4,20,12.7,64.1,64.9,17.3,100.69,15.5,"2,320"
Rui Hachimura,2020,WAS,0,23,27,14,13,30.1,12.5,4.5,9.9,45.7,0.8,2.6,30.4,2.7,3.5,75.8,1.1,4.4,5.4,1.7,1,0.7,0.1,2.3,22.9,1,0,-3.9,109.5,115.3,-5.8,8,1.68,12.2,3.3,14.2,8.6,7.3,49.6,54.6,17.1,105.15,7.9,"1,780"
Russell Westbrook,2020,WAS,0,32,27,10,17,34.2,20.3,7.8,18.3,42.8,1.1,3.8,29.4,3.5,6,58.3,1.6,8.1,9.7,9.8,4.8,1.1,0.3,2.9,46.3,22,10,-4.7,106.3,111.9,-5.6,45.3,2.04,27.7,4.3,22.5,13.2,13.6,45.8,48.4,30.1,107.93,13.7,"2,070"
Ryan Arcidiacono,2020,CHI,0,26,18,10,8,11,3.4,1.2,2.8,42,0.6,1.8,34.4,0.4,0.5,88.9,0.1,1.7,1.8,1.3,0.2,0.3,0,0.9,8.1,0,0,2.1,107.8,98.3,9.5,15.5,5.75,28.8,1.1,14.3,8.2,5,53,56.5,12.5,99.61,9.5,410
Saben Lee,2020,DET,0,21,15,5,10,15.9,7.1,2.5,4.7,54.3,0.3,0.4,66.7,1.7,2.6,66.7,0.4,1.1,1.5,2.3,0.9,0.7,0.3,1.7,14.7,0,0,-0.3,104.7,106.6,-1.9,24.5,2.5,25.5,2.5,6.8,4.7,10.2,57.1,60.8,18.6,98.62,10,491
Saddiq Bey,2020,DET,0,21,34,9,25,22.9,9.9,3.2,7.8,40.9,2.1,5.4,39.3,1.4,1.6,85.7,0.5,3.4,3.9,1.1,0.7,0.6,0,1.6,17.6,2,0,-2.5,106.1,111.2,-5.1,7.9,1.7,11.1,2.2,15.2,8.5,6.6,54.5,58.2,17.2,99.34,9,"1,610"
Sam Merrill,2020,MIL,0,24,13,8,5,5.9,1.5,0.5,1.3,35.3,0.4,0.8,45.5,0.2,0.2,100,0.3,0.8,1.1,0.8,0.2,0.2,0,0.5,4.3,0,0,-1.2,94.7,104.8,-10.1,20.4,3.67,34.4,4.9,11,8.1,9.4,50,53.1,11.2,105.22,8,169
