PLAYER,YEAR,TEAM,All-Star,AGE,GP,W,L,MIN,PTS,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,OREB,DREB,REB,AST,TOV,STL,BLK,PF,FP,DD2,TD3,+/-,OFFRTG,DEFRTG,NETRTG,AST%,AST/TO,ASTÂ Ratio,OREB%,DREB%,REB%,TOÂ Ratio,eFG%,TS%,USG%,PACE,PIE,POSS
Chris Silva,2020,MIA,0,24,6,2,4,8.8,3.8,1,1.5,66.7,0.2,0.2,100,1.7,2,83.3,1.2,1.8,3,1,1.3,0.2,0.3,2.3,9.1,0,0,-1,102.6,108.6,-6.1,17.1,0.75,20.7,13.7,23.4,18.4,27.6,72.2,80.5,17.7,105.7,9.3,117
Christian Wood,2020,HOU,0,25,17,8,9,31.2,22,8.8,15.7,55.8,1.9,4.5,42.1,2.6,3.8,68.8,1.8,8.4,10.2,1.3,1.8,0.9,1.5,1.9,41.8,9,0,2.5,111.3,107.4,3.9,7.1,0.71,6.4,5.9,25,15.8,9,61.8,63.4,26.3,101.55,17,"1,121"
Chuma Okeke,2020,ORL,0,22,16,9,7,21.8,4.7,1.8,4.6,39.7,0.9,2.3,37.8,0.2,0.5,37.5,1.1,2.4,3.5,2.1,0.6,0.9,0.4,1,15.6,0,0,0.7,106.5,103.5,3.1,13.1,3.4,28.1,4.3,10.1,7.2,8.3,49.3,49,10.5,101.45,7.3,733
Clint Capela,2020,ATL,0,26,28,11,17,29.7,14.8,6.5,11,59.2,0,0,0,1.8,3.2,55.1,4.7,9.3,14,1,1.4,0.8,2.1,2.3,40.5,21,1,2.1,110,107,3,5.3,0.69,6.5,14.9,29.3,22.1,9.4,59.2,59.6,19.2,100.61,16.3,"1,745"
Coby White,2020,CHI,0,21,30,14,16,33.2,15.6,5.7,13.8,41.2,2.5,6.8,36.5,1.8,2.1,87.1,0.4,4.5,4.9,5.2,2.2,0.4,0.2,2.5,28.6,3,0,-2.8,109.4,113.4,-4,22,2.35,23.5,1.3,12.9,7.2,10,50.1,53.1,21.2,103.58,9,"2,152"
Cody Martin,2020,CHA,0,25,18,9,9,9,2.8,1.1,2.1,52.6,0.2,0.7,23.1,0.4,0.6,80,0.6,1.3,1.9,0.9,0.5,0.4,0,0.5,7.1,0,0,-1.4,100.6,106,-5.4,15,1.78,24.2,5.3,14.1,9.5,13.6,56.6,60.1,12.5,102.5,10.1,344
Cody Zeller,2020,CHA,0,28,17,8,9,23.7,9.6,4,7.8,51.1,0.2,1.1,16.7,1.5,1.9,75.8,2.6,5.2,7.8,2.5,1.2,0.6,0.5,2.6,24.8,3,0,0.3,114.4,113.7,0.7,14.1,2.1,20.1,11.1,21.9,16.5,9.6,52.3,55.6,17.5,101.91,10.4,855
Cole Anthony,2020,ORL,0,20,25,9,16,26.7,11,4,10.8,37.5,1.1,3.3,32.5,1.8,2.2,83.6,0.8,3.6,4.4,3.8,2,0.7,0.4,2,23.3,0,0,-4,102.5,110.7,-8.2,21.8,1.84,21.5,2.7,13.3,7.8,11.6,42.6,46.9,21.5,100.1,8.1,"1,397"
Collin Sexton,2020,CLE,0,22,27,9,18,35.5,23.1,8.5,17.5,48.7,1.6,3.9,40.4,4.6,5.7,79.9,0.7,1.8,2.5,4.2,2.7,1,0.1,3,33.2,0,0,-5.3,104.5,112.4,-8,20.3,1.54,15.8,1.8,5.2,3.4,10.3,53.2,57.9,26.4,99.5,10.7,"1,994"
Cory Joseph,2020,SAC,0,29,31,12,19,20.2,6.5,2.5,5.5,45.6,0.6,1.9,33.3,0.9,1.1,77.1,0.5,1.7,2.2,2.4,1,0.7,0.2,2.3,14.5,0,0,-4.8,109.4,119,-9.5,15.4,2.35,25.3,2.4,8.7,5.5,10.7,51.5,54.5,14.5,102.08,5.8,"1,325"
Cristiano Felicio,2020,CHI,0,28,6,1,5,6.4,1.8,0.5,0.7,75,0,0,0,0.8,1.3,62.5,1,1,2,0.8,0.5,0.3,0,0.5,6,0,0,0.5,80.5,80.8,-0.3,25,1.67,31.3,13,17.1,14.8,18.8,75,73.1,11.5,100.79,19.2,82
D'Angelo Russell,2020,MIN,0,25,20,5,15,29.2,19.3,7,16.3,42.6,3,7.4,39.9,2.4,3.2,75,0.5,2.2,2.6,5.1,2.7,1.1,0.5,2,32,1,0,-9.9,103.3,118.2,-14.9,29.6,1.87,19.8,1.4,7.3,4.2,10.6,51.7,54.4,29.4,102.65,10.4,"1,242"
D.J. Augustin,2020,HOU,0,33,31,19,12,19,6.2,1.9,5.5,34.7,1.3,3.6,36,1.1,1.2,89.5,0.4,1,1.3,3.1,0.8,0.5,0,0.8,13.4,0,0,2.5,114.7,109,5.7,20.4,3.73,31.4,1.7,4.9,3.3,8.4,46.5,51.4,14.7,102.72,6.7,"1,265"
D.J. Wilson,2020,HOU,0,25,10,8,2,9.4,3.7,1.4,3.7,37.8,0.8,2.3,34.8,0.1,0.2,50,0.3,1.9,2.2,0.3,0.4,0.1,0.3,1.2,7.6,0,0,-2.4,91.1,101.5,-10.3,5.5,0.75,6.7,2.7,15.2,9.4,8.9,48.6,48.8,18.2,103.94,7.3,203
DaQuan Jeffries,2020,SAC,0,23,7,0,7,18.6,7.1,2.6,5.4,47.4,1.1,2.7,42.1,0.9,1,85.7,0.7,1.6,2.3,0.6,0.4,0.7,0.6,1.6,14.2,0,0,4.7,123.1,109.6,13.5,3.6,1.33,8.3,3.8,8.1,6,6.3,57.9,60.9,13.9,102.75,6.7,277
Dakota Mathias,2020,PHI,0,25,8,4,4,15.4,6,2.4,6,39.6,1,3.3,30.8,0.3,0.8,33.3,0.1,0.8,0.9,1.6,0.1,0.1,0.4,0.9,10.9,0,0,-3.9,97.3,107.9,-10.6,15.7,13,20.3,0.7,4.1,2.3,1.6,47.9,47.4,16.6,102.83,6.2,263
Damian Jones,2020,LAL,0,25,14,11,3,6.7,1.6,0.6,1.1,50,0,0.1,0,0.4,0.8,54.5,0.5,0.8,1.3,0.3,0.4,0.1,0.4,1.4,4.4,0,0,-2.6,93.4,110.5,-17.1,5.9,0.67,13.3,6.5,10.7,8.6,20,50,52.8,11.7,102.14,1.8,198
Damian Lillard,2020,POR,1,30,30,17,13,35.7,29.7,9.2,20.7,44.7,4.1,10.9,37.9,7.1,7.6,93.4,0.5,3.9,4.4,8,3.3,1,0.2,1.6,47.4,7,0,2.1,119,116.5,2.5,36.6,2.43,22.9,1.3,11.1,5.9,9.4,54.7,61.8,31.7,100.04,16.5,"2,237"
Damion Lee,2020,GSW,0,28,32,17,15,19.1,6.4,2.2,4.8,44.8,1.4,3.8,38.3,0.7,0.7,91.3,0.4,3,3.4,1.4,0.5,0.6,0.1,1.6,14.4,0,0,1.4,110,107.1,2.8,10.2,3.07,20.5,2,15,8.6,6.7,59.7,62.5,12.3,103.44,8.9,"1,324"
Damyean Dotson,2020,CLE,0,26,26,9,17,20.2,7.4,2.8,7,40.7,1,3.7,27.8,0.7,1,69.2,0.2,1.6,1.7,2.3,0.8,0.4,0.2,0.9,13.8,0,0,-3.5,98.2,107.2,-9,17.6,2.68,21.5,0.7,7.5,4,8,48.1,49.9,16.9,100.09,7.5,"1,097"
Daniel Gafford,2020,CHI,0,22,25,11,14,13.5,4.9,2,3,66.2,0,0,0,1,1.5,67.6,1.3,1.8,3.1,0.6,0.8,0.4,1.2,1.9,13.9,0,0,-0.8,107.1,108,-0.8,6.8,0.84,12.7,10.1,11.9,11.1,15.1,66.2,68.1,13.9,102.63,9.1,714
Daniel Oturu,2020,LAC,0,21,10,8,2,4.2,2,0.9,1.5,60,0,0.1,0,0.2,0.2,100,0.5,0.9,1.4,0.4,0.2,0,0.3,0.6,5,0,0,1.2,95.4,81.6,13.8,16.7,2,18.2,11.6,17.3,14.7,9.1,60,63,18.4,99.23,17.9,87
Daniel Theis,2020,BOS,0,28,29,14,15,24.8,9.1,3.7,6.5,56.4,0.8,2.2,37.5,1,1.5,65.1,1.3,3.9,5.2,1.4,1.1,0.6,1.2,2.9,21.7,1,0,2.2,112.6,108.3,4.3,7.9,1.28,14.6,5.1,15.1,10.1,11.4,62.8,63.8,14.1,100.76,8.7,"1,511"
Danilo Gallinari,2020,ATL,0,32,19,7,12,20.2,10.4,2.8,7.8,36.5,1.6,4.4,36.1,3.1,3.3,93.7,0.2,2.6,2.8,1.3,1.2,0.3,0.1,1.9,15.8,0,0,0.1,113.6,115.6,-2,10,1.14,11.3,1.1,13.3,7.2,9.9,46.6,56.1,22.2,100.33,7.6,808
Danny Green,2020,PHI,0,33,32,21,11,28.6,8.9,3.1,7.7,40.1,2.3,6,38.2,0.4,0.6,65,0.9,2.7,3.6,1.8,1.4,1.2,0.7,1.8,20.3,1,0,2.9,115.9,111.4,4.5,8.2,1.32,16.3,3.5,8.5,6.2,12.4,54.9,55.5,13.6,102.41,5.9,"1,958"
Dante Exum,2020,HOU,0,25,6,3,3,19.4,3.8,1.7,4.3,38.5,0.3,1.8,18.2,0.2,0.3,50,0.3,2.5,2.8,2.2,1.2,0.7,0.3,1.5,12.3,0,0,1,99.6,96,3.6,15.5,1.86,27.7,1.5,12.9,6.9,14.9,42.3,42.8,11.9,102.7,5.8,247
Danuel House Jr.,2020,HOU,0,27,18,7,11,27.8,9.2,3.2,8.2,38.5,1.6,4.9,31.5,1.3,1.8,75,0.6,3.2,3.8,2.1,0.9,0.8,0.5,1.8,19.9,0,0,-5.7,104.6,114.1,-9.5,11,2.38,17.7,2,11.2,6.5,7.4,48,51.2,15,102.39,6.6,"1,065"
Dario Saric,2020,PHX,0,26,13,9,4,17.8,10.9,3.8,8.2,46.2,1.3,3.6,36.2,2.1,2.2,96.4,0.8,3.2,4.1,1.1,1.3,0.8,0.2,1.8,18.9,0,0,7.5,119.1,99.2,20,9.2,0.82,9.3,5,17.9,11.6,11.3,54.2,60,25.4,100.6,11.9,486
Darius Bazley,2020,OKC,0,20,31,12,19,30.8,11.8,4.4,11.2,39.3,1.5,5.1,29.9,1.5,1.9,76.7,0.5,6.7,7.2,1.7,1.7,0.5,0.6,1,24.8,6,0,-6.2,103.8,113.5,-9.6,8.4,0.98,11,1.6,20.8,11.1,11.3,46.1,49,19.3,101.36,8.6,"2,017"
Darius Garland,2020,CLE,0,21,24,8,16,33.1,16,6.5,14.5,44.7,1.7,4.3,38.8,1.5,1.7,85.4,0.5,1.7,2.2,5.5,2.6,1.2,0.1,2.3,28.3,2,0,-8.4,105.1,117.9,-12.8,26.5,2.15,23.8,1.5,5.6,3.5,11.1,50.4,52.7,22.7,99.09,8.8,"1,646"
Darius Miller,2020,OKC,0,30,12,3,9,9.2,2.8,0.9,2,45.8,0.8,1.8,42.9,0.3,0.3,100,0.1,1.2,1.3,0.8,0.4,0.4,0.3,0.8,7.4,0,0,2,100.4,92.6,7.8,12.8,2,25,0.9,11.3,6.5,12.5,64.6,67.1,11.3,106.16,10,247
David Nwaba,2020,HOU,0,28,25,8,17,23.5,9.3,3.6,7.4,48.9,0.6,2.2,26.8,1.5,2.2,67.3,1.3,2.6,3.9,1.1,0.6,1.1,0.7,2.1,20.5,1,0,1.2,109,106.1,2.9,7.1,1.75,11.2,5.3,10.1,7.7,6.4,53,55.7,16,102.26,8.6,"1,247"
Davis Bertans,2020,WAS,0,28,26,11,15,26.2,11,3.2,8.6,37.1,2.8,7.7,37.2,1.7,2.1,83.3,0.4,2.6,3,1,0.6,0.7,0.3,2.5,18.3,0,0,-1.2,110.7,113.7,-3.1,5.1,1.63,9.2,1.5,9.5,5.4,5.7,53.6,57.5,15,107.11,6,"1,527"
De'Aaron Fox,2020,SAC,0,23,30,12,18,33.5,22.5,8.2,17.5,46.8,1.9,5.3,35,4.3,6.4,67.5,0.6,2.5,3.2,7.1,3.2,1.2,0.5,2.8,38.9,7,0,-5,110.3,117.1,-6.8,34.7,2.21,23.3,1.8,7.5,4.6,10.5,52.1,55.5,29.2,102.24,11.4,"2,138"
De'Andre Hunter,2020,ATL,0,23,18,9,9,32.1,17.2,6,11.7,51.4,1.7,4.6,36.6,3.6,4.1,87.7,0.9,4.5,5.4,2.2,1.4,0.9,0.5,2.6,30,1,0,4.3,111.2,105.9,5.3,10.7,1.6,13,2.7,12.6,7.8,8.1,58.6,64,19.1,102.36,11.6,"1,240"
De'Anthony Melton,2020,MEM,0,22,15,7,8,21.2,9.5,3.8,8.4,45.2,1.5,3.8,38.6,0.5,0.8,58.3,0.5,2.8,3.3,3,1.4,1,0.9,1.7,22.2,0,0,4.1,113.8,104.3,9.4,18.4,2.14,22.8,2.1,12.6,7.3,10.7,54,54.5,19.9,101.34,9.6,669
DeAndre Jordan,2020,BKN,0,32,31,19,12,22.4,7.5,3.3,4.1,79.7,0,0,0,0.9,1.7,50,1.7,5.5,7.2,1.8,1.6,0.4,1.5,2.2,22.8,3,0,1.8,115.1,111.7,3.4,10.3,1.12,21.6,8.2,21.9,15.7,19.2,79.7,76.1,12.3,101.92,11,"1,479"
DeAndre' Bembry,2020,TOR,0,26,23,14,9,16,4.5,1.9,3.2,58.9,0.3,0.9,40,0.4,0.7,60,0.5,1.5,2,1.8,0.8,0.6,0.3,1.4,11.5,0,0,1.8,110.2,104.6,5.6,15.8,2.16,29.3,3,9,6,13.6,64.4,64.7,11.5,101.03,8,773
DeMar DeRozan,2020,SAS,0,31,25,15,10,33.4,19.8,6.6,13.4,48.8,0.6,1.9,33.3,6,6.8,89.3,0.8,4.2,5,6.9,1.6,0.8,0.3,1.8,37.7,3,0,-0.8,111,112.5,-1.5,30.2,4.2,27.6,2.1,12.4,7.2,6.6,51.2,60.3,22.8,101.72,14.4,"1,772"
DeMarcus Cousins,2020,HOU,0,30,25,11,14,20.2,9.6,3.2,8.4,37.6,1.6,4.6,33.6,1.8,2.4,74.6,1.2,6.4,7.6,2.4,1.6,0.8,0.7,3,25.5,6,0,-1.9,103,106.3,-3.4,18.5,1.54,18,5.5,30.8,17.8,11.7,46.9,51.1,22.7,103.19,12.7,"1,083"
Dean Wade,2020,CLE,0,24,24,8,16,8.9,2.3,0.8,2.2,36.5,0.5,1.5,34.3,0.2,0.2,80,0.4,0.9,1.3,0.5,0.4,0.2,0.2,0.7,5.3,0,0,-2.6,93.6,108,-14.4,9,1.2,15.8,3.8,10.6,7,13.2,48.1,49.8,12.7,102.06,5,454
Deandre Ayton,2020,PHX,0,22,30,20,10,31.7,13.9,6.1,10.2,59.3,0.1,0.5,25,1.7,2.3,72.5,3.5,8.4,11.9,1.8,2,0.3,1.1,3.2,33,17,0,2.6,114.7,110.7,3.9,8,0.88,11.9,11.8,26.2,19.3,13.4,59.9,62,18.3,97.56,12.5,"1,931"
Deividas Sirvydis,2020,DET,0,20,4,2,2,1.1,0,0,0.5,0,0,0.5,0,0,0,0,0,0,0,0.3,0,0,0,0,0.4,0,0,0.8,110,80,30,33.3,0,33.3,0,0,0,0,0,0,16.7,104.5,-5.9,10
Dejounte Murray,2020,SAS,0,24,27,16,11,30.4,15.1,6.2,13.9,44.7,1,3.3,31.5,1.7,2.1,81,0.6,6.6,7.2,5,1.7,1.6,0.1,2.1,34.5,8,2,1.5,110.5,108.2,2.3,24.1,3.02,23.5,2,21,11.3,7.8,48.4,51.2,23,101.43,12.6,"1,735"
Delon Wright,2020,DET,0,28,29,8,21,29.2,10.7,3.8,8.1,46.8,1,2.5,38.4,2.1,2.7,78.5,1.1,3.5,4.6,4.9,1.2,1.4,0.5,1.1,28.2,1,0,-1.4,110.3,112.7,-2.4,24.9,4.03,31.5,3.6,12.6,7.9,7.8,52.8,57.5,15.7,97.31,12.1,"1,719"
Deni Avdija,2020,WAS,0,20,25,11,14,21.9,6.4,2.4,5.6,42.9,1.2,3.2,36.3,0.4,0.8,57.9,0.5,4.4,4.8,1.5,0.8,0.7,0.2,2.7,16.2,0,0,-1.5,109.9,112.2,-2.3,8.8,1.76,18,2,19,10.4,10.2,53.2,53.9,12.5,105.8,6.6,"1,204"
Dennis Schroder,2020,LAL,0,27,29,22,7,31.1,14.2,5.1,11.5,44.1,1,3.1,31.1,3.1,3.8,82,0.6,3,3.6,4.3,2.2,0.9,0.2,2.7,26.2,1,0,4.6,114,106.9,7.1,19,1.92,21.9,2,9.6,5.9,11.4,48.3,54.1,21.3,99.9,8.4,"1,877"
Dennis Smith Jr.,2020,DET,0,23,10,4,6,14.2,5.2,1.9,5.5,34.5,0.6,2.3,26.1,0.8,1,80,0.3,1.2,1.5,1.9,1.2,0.9,0.6,1.3,13.2,0,0,-0.9,97.3,100,-2.7,23.5,1.58,21.1,2.1,7.7,5,13.3,40,43.8,21.6,99.34,6.8,293
Denzel Valentine,2020,CHI,0,27,26,12,14,19.7,7.8,2.9,7.9,37.1,1.7,4.9,35.4,0.2,0.2,100,0.3,3.7,4,1.7,0.6,0.7,0,1.3,16.7,0,0,2.5,111.4,106.3,5.1,11.6,2.75,16.4,1.6,18.1,10,6,48,48.9,18.5,101.68,8.9,"1,088"
Derrick Favors,2020,UTA,0,29,29,23,6,16.5,6.2,2.4,3.9,61.9,0,0,0,1.3,1.7,81.3,1.9,3.6,5.6,0.9,0.6,0.6,1,2.5,18.2,1,0,1.9,115.4,108.4,7,7.6,1.53,14.7,11.5,21.4,16.5,9.6,61.9,66.7,13.2,101.56,11.4,"1,003"
Derrick Jones Jr.,2020,POR,0,24,27,15,12,27.1,8.1,3.1,6.1,50.3,0.8,2.6,30,1.2,2,60,1.9,3,4.9,0.8,0.7,0.8,1.1,2.5,20.1,0,0,1.5,115.7,112.1,3.5,3.8,1.17,9.2,6.6,11.1,8.8,7.9,56.7,58.1,12.1,99.47,6.2,"1,512"
Derrick Rose,2020,NYK,0,32,22,8,14,22.3,13.1,4.9,11.7,41.6,0.8,2.4,34,2.6,3,85.1,0.3,1.9,2.2,4.1,1.8,1.1,0.4,1,24.6,0,0,-1.6,102.6,106.7,-4.1,34.2,2.31,21.6,1.3,8.2,4.6,9.4,45.1,50.4,27.5,101,13.1,"1,035"
Derrick White,2020,SAS,0,26,8,5,3,23.6,11.8,4.3,10.8,39.5,1.9,5.5,34.1,1.4,1.9,73.3,0.1,1.6,1.8,3.9,0.9,1,1,2.3,24.8,0,0,5.1,117.9,106.5,11.4,22,4.43,23.7,0.5,6.3,3.5,5.3,48.3,50.8,23,101.44,8.2,397
Desmond Bane,2020,MEM,0,22,23,11,12,23,10,3.7,7.8,47.2,1.9,4.2,45.8,0.7,0.9,85,0.4,2.3,2.7,1.5,1.1,0.7,0.1,1.7,16.7,0,0,2,111.4,107.3,4.1,8.7,1.31,13.8,1.8,9.8,5.7,10.5,59.4,61.2,16.5,101.49,7.7,"1,118"
Devin Booker,2020,PHX,1,24,26,18,8,34.5,24.7,9,18,50.1,2.2,5.7,38.1,4.5,5.3,84.8,0.2,3.5,3.8,4.3,3.5,0.8,0.3,3.1,35.4,1,0,4.2,118.7,112.5,6.2,19.8,1.24,15.5,0.7,10.3,5.7,12.4,56.1,60.7,30.3,96.59,11.9,"1,802"
Devin Vassell,2020,SAS,0,20,26,16,10,17.3,5.5,1.9,4.8,39.7,1,2.4,39.7,0.7,0.8,85.7,0.6,2.6,3.2,1.1,0.5,1.1,0.3,1.2,14.9,0,0,0.9,104.7,102.2,2.5,8.3,2.33,16.1,3.2,14,8.5,6.9,49.6,52.9,13.4,104.1,8.6,978
Devon Dotson,2020,CHI,0,21,1,0,1,9.5,4,2,4,50,0,0,0,0,0,0,0,1,1,0,0,0,0,1,5.2,0,0,-2,69.6,78.3,-8.7,0,0,0,0,11.1,4.3,0,50,50,14.3,115.8,9.3,23
Devontae Cacok,2020,LAL,0,24,2,0,2,2.6,1,0.5,0.5,100,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,2.5,0,0,5.5,163.6,63.6,100,0,0,0,0,0,0,0,100,100,9.1,102.86,14,11
Devonte' Graham,2020,CHA,0,26,25,11,14,32.8,13.7,4.4,12.4,35.2,2.8,8.1,34.7,2.2,2.8,77.5,0.6,2.4,3,5.7,1.4,1,0,1.5,27.4,3,0,2.9,110.2,106.2,4,24.9,4.06,27.4,1.6,7.2,4.4,6.7,46.5,50.3,19.4,100.73,8.5,"1,724"
Dillon Brooks,2020,MEM,0,25,24,12,12,29.2,15.8,6.1,15.4,39.7,1.9,6,31.9,1.7,2.1,80,1,2.2,3.3,2.6,2.3,1.3,0.4,3.3,26.4,0,0,-1,109.2,109.6,-0.4,13.1,1.13,12.2,3.5,7.7,5.6,10.8,45.9,48.5,26.6,101.99,5.8,"1,479"
Domantas Sabonis,2020,IND,0,24,29,15,14,36.4,21.5,8.2,15.5,52.8,1,2.8,35.8,4.1,5.8,71,2.8,8.8,11.6,5.7,3.4,1,0.7,3.6,45.6,23,3,-1.8,109.2,111.7,-2.5,24.9,1.69,21.1,7.3,24.2,15.6,12.5,56,59.5,25.4,99.8,14.8,"2,195"
Donovan Mitchell,2020,UTA,1,24,29,23,6,33.6,24.5,8.4,19.6,43,3.4,8.7,38.9,4.3,5.2,83.3,1,3.4,4.4,5.2,3,0.9,0.3,2.3,38.5,1,0,6.3,117.5,108.1,9.5,25.8,1.75,17.5,2.9,9,6.1,10,51.6,56.1,31.3,99.24,12.6,"2,012"
Donte DiVincenzo,2020,MIL,0,24,32,19,13,26.4,10.1,3.9,9.2,42.3,1.9,4.9,39.2,0.4,0.7,60.9,1.2,3.4,4.5,2.8,1.2,1.1,0.2,1.5,22.5,1,0,6.7,118.6,107.1,11.5,13.3,2.33,21.1,4.2,12.1,8.2,9,52.9,53.4,16.4,103.32,8.2,"1,822"
Dorian Finney-Smith,2020,DAL,0,27,21,11,10,31.1,8.4,3.1,7.4,41.9,1.8,5,34.9,0.5,0.6,83.3,1.4,3.5,4.9,1.2,0.6,1,0.4,2.7,19.7,0,0,0,115.9,116,-0.1,5.3,2.17,13.1,4.6,11.7,8.1,6.1,53.9,55.2,11.3,99.92,5.7,"1,359"
Doug McDermott,2020,IND,0,29,28,15,13,26.2,13.1,5.1,10.1,51.1,1.5,4.3,35.5,1.3,1.6,79.5,1,3.1,4.1,1.4,1.1,0.3,0.1,1.8,19.9,0,0,2,111.4,108.3,3.1,7.3,1.27,10.3,3.8,11.4,7.6,8.2,58.7,60.7,19,102.08,8.9,"1,562"
Draymond Green,2020,GSW,0,31,27,14,13,29.5,5.3,2,5.6,35.8,0.4,2,22.6,0.9,1.3,67.6,0.7,5.1,5.8,8.3,2.6,1.4,0.7,3.1,28.3,3,0,3,114.4,109.9,4.5,33.4,3.19,48.7,2.4,15.7,9.3,15.3,39.7,43.1,12.3,104.16,8.4,"1,732"
Drew Eubanks,2020,SAS,0,24,11,5,6,12.6,4,1.5,3.4,43.2,0,0,0,1.1,1.5,75,0.6,2.7,3.4,0.4,0.5,0.1,1.4,1.3,12.5,0,0,-5.9,99.7,118.2,-18.6,4.4,0.8,7.5,4.3,20.1,11.8,9.4,43.2,50,14.8,104.72,7.5,299
Duncan Robinson,2020,MIA,0,26,31,14,17,33.4,13.1,4.2,9.9,42.5,3.3,8.5,39.2,1.3,1.5,83.3,0.1,4,4,1.5,1.4,0.5,0.2,2.5,20.9,1,0,-0.3,106,106.2,-0.3,6.8,1.09,11.3,0.2,11.5,6.1,10.4,59.3,61.5,15.7,99.09,7.3,"2,133"
Dwayne Bacon,2020,ORL,0,25,32,13,19,24.1,10.2,3.9,9.3,41.6,1,2.8,36,1.4,1.8,80.7,0.4,2.6,3,0.9,0.7,0.7,0.1,1.7,16.8,0,0,-5.6,101.2,112.2,-11,6.1,1.43,8.1,1.4,10.5,5.7,5.7,47,50.5,18.4,100.59,6.6,"1,617"
Dwight Howard,2020,PHI,0,35,32,21,11,16.2,5.8,2.1,3.8,55.8,0.1,0.3,33.3,1.5,2.8,52.2,2.6,4.9,7.6,0.7,1.7,0.4,0.8,3,17.7,3,0,-2.4,101.6,107.9,-6.3,6.2,0.41,9.2,14.6,28.1,21.3,22.7,57.1,57.6,16.7,102.7,10.1,"1,104"
Dwight Powell,2020,DAL,0,29,19,11,8,16.5,4.7,1.4,3.1,45.8,0.1,0.4,12.5,1.8,2.6,71.4,1.1,2.4,3.5,1,0.7,0.7,0.4,2.4,12.9,0,0,0.6,105.6,103.3,2.3,8.8,1.46,16.7,6.3,14.6,10.4,11.4,46.6,55.9,13,101.39,7,662
Dylan Windler,2020,CLE,0,24,18,5,13,18.2,6.2,2.1,4.7,45.2,1.1,2.8,37.3,0.9,1.1,89.5,0.7,3,3.7,1.2,0.9,0.6,0.6,1.2,15,1,0,-2.2,107.3,114,-6.7,9.3,1.38,16.8,3.9,17.1,10.3,12.2,56.5,60.6,13.7,102.29,9.2,700
E'Twaun Moore,2020,PHX,0,32,17,13,4,16.2,5.4,2.3,5.1,45.3,0.4,1.4,26.1,0.5,0.6,80,0.6,1.3,1.9,1.6,0.9,0.7,0.2,1.4,11.8,0,0,1.2,109.7,106.6,3.1,13.4,1.8,20.3,3.5,7.9,5.7,11.3,48.8,50.9,16.3,99.9,6.3,576
Ed Davis,2020,MIN,0,31,19,4,15,13.9,2.3,0.9,2.3,41.9,0,0,0,0.4,0.4,87.5,2,3.1,5.1,1,0.3,0.5,0.5,2.6,12.7,0,0,-3.4,100,111.2,-11.2,10.4,3.17,26.4,11.8,22.9,16.8,8.3,41.9,46.2,8.2,100.61,7.3,553
Edmond Sumner,2020,IND,0,25,16,7,9,9.4,3.9,1.5,3,50,0.3,1,31.3,0.6,0.9,64.3,0.4,0.9,1.3,0.5,0.6,0.5,0.1,1.1,7.3,0,0,-0.7,102.7,105.5,-2.7,7.8,0.8,11.1,3.8,10,6.8,13.9,55.2,57.2,17.5,105.51,6.6,328
Elfrid Payton,2020,NYK,0,27,32,15,17,28,12.4,5.2,11.8,44.1,0.4,1.8,24.1,1.6,2.1,73.5,1.3,2.4,3.7,3.7,1.8,0.6,0.2,2,22.9,0,0,-1.5,107.6,109.9,-2.3,20.3,2,20.2,4.4,8.1,6.2,10.1,45.9,48.7,22.3,96.59,8.1,"1,800"
Elijah Hughes,2020,UTA,0,23,6,5,1,4.5,2.7,0.8,2.5,33.3,0.5,1.7,30,0.5,0.7,75,0,0.7,0.7,0.5,0.7,0.2,0.2,0,4.6,0,0,-4,78,118.6,-40.7,27.3,0.75,12.5,0,12.5,6.7,16.7,43.3,47.7,32.8,104.95,9.5,59
Enes Kanter,2020,POR,0,28,31,18,13,25.9,11.7,5,8.5,58.8,0,0,0,1.7,2.3,75,4.1,7.2,11.4,1.1,1.1,0.5,0.7,2.7,29.7,16,0,1.5,118.8,115.2,3.5,6.2,1,9.4,14.1,28.4,20.7,9.4,58.8,61.6,16.9,99.07,13.4,"1,650"
Eric Bledsoe,2020,NOP,0,31,29,13,16,28.6,12.5,4.6,10.3,44.1,2.1,5.2,39.5,1.3,2,64.4,0.4,2.9,3.4,3.6,1.7,0.7,0.3,1.4,23.1,2,0,-1.1,114,116.6,-2.6,17.2,2.1,21.7,1.5,10.4,5.9,10.3,54.2,55.7,18.5,100.51,8.1,"1,744"
Eric Gordon,2020,HOU,0,32,23,10,13,29.3,18.5,6.2,13.7,45.2,2.7,7.9,33.7,3.5,4.1,84.2,0.3,2,2.3,2.8,1.9,0.5,0.5,1.5,26.5,0,0,-1.2,108.9,109.8,-0.9,15.3,1.45,13.9,1,6.6,3.7,9.6,54.9,59.7,24.7,102.59,10.7,"1,435"
Eric Paschall,2020,GSW,0,24,29,16,13,17.8,10,3.9,7.7,50.5,0.4,1.3,32.4,1.9,2.6,73,0.8,2.5,3.3,1.3,0.8,0.2,0.1,1.7,16.1,0,0,-1.9,105.8,109.9,-4.1,12.7,1.63,12.4,4.4,13.5,8.9,7.6,53.2,57,22.8,102.55,10.5,"1,099"
